checklist_id,story_headline,story_lane,date,start_time,end_time,borough,route_or_location,editorial_priority,news_desk_status,confidence,assignment_score,permit_event_id,field_desk_link,coordinate_status
tvpp-9vvx:927401@2026-07-19,Rath Yatra,religious_procession_feast,2026-07-19,17:00,19:00,Queens,44 AVENUE between JUNCTION BOULEVARD and 94 STREET,normal,unchecked,permit_confirmed,0,927401,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Queens,map_ready
title:nyrr open run: conference house park@2026-07-19@staten island,NYRR Open Run: Conference House Park,fan_zone_major_civic,2026-07-19,08:45,11:00,Staten Island,Conference House Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Staten%20Island,list_only
title:nyrr open run: brooklyn bridge park@2026-07-21@brooklyn,NYRR Open Run: Brooklyn Bridge Park,fan_zone_major_civic,2026-07-21,18:45,20:00,Brooklyn,Pier 6 in Brooklyn Bridge Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Brooklyn,list_only
title:nyrr open run: flushing meadows corona park@2026-07-23@multi-borough,NYRR Open Run: Flushing Meadows Corona Park,fan_zone_major_civic,2026-07-23,18:45,20:00,Multi-borough,United Nations Ave South Entrance (in Flushing Meadows Corona Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23,list_only
title:meditation marathon: peace in the park@2026-07-24@manhattan,Meditation Marathon: Peace in the Park,fan_zone_major_civic,2026-07-24,12:00,18:00,Manhattan,Naumburg Bandshell in Central Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,list_only
title:meditation marathon: peace in the park@2026-07-24@multi-borough,Meditation Marathon: Peace in the Park,fan_zone_major_civic,2026-07-24,12:00,18:00,Multi-borough,Naumburg Bandshell (in Central Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24,list_only
title:running group@2026-07-24@multi-borough,Running Group,fan_zone_major_civic,2026-07-24,10:00,11:00,Multi-borough,Broadway and 251st Street (in Van Cortlandt Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24,list_only
title:nyrr open run new runner clinic: st. marys park@2026-07-25@bronx,NYRR Open Run New Runner Clinic: St. Marys Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Bronx,St. Mary's Annual 5K Start,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Bronx,list_only
title:nyrr open run: soundview park@2026-07-25@bronx,NYRR Open Run: Soundview Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Bronx,Entrance - Lafayette Avenue and Morrison Avenue in Soundview Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Bronx,list_only
title:nyrr open run: canarsie park@2026-07-25@brooklyn,NYRR Open Run: Canarsie Park,fan_zone_major_civic,2026-07-25,08:45,10:00,Brooklyn,Canarsie Park House in Canarsie Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Brooklyn,list_only
title:nyrr open run: shore road park@2026-07-25@brooklyn,NYRR Open Run: Shore Road Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Brooklyn,Lawn Near 79th Street Entrance in Shore Park and Parkway,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Brooklyn,list_only
tvpp-9vvx:918641@2026-07-25,BARAAT PROCESSION,parade_march,2026-07-25,14:30,17:30,Manhattan,"WATER STREET between OLD SLIP and WALL STREET, 55 T WALL STREET, WALL STREET between WATER STREET and WILLIAM STREET,  WALL STREET between WATER STREET and WILLIAM STREET,  WILLIAM STREET between WALL STREET and PINE STREET",normal,unchecked,permit_confirmed,0,918641,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
title:baraat procession@2026-07-25@manhattan,BARAAT PROCESSION,parade_march,2026-07-25,14:30,17:30,Manhattan,WATER STREET between OLD SLIP and WALL STREET  Manhattan,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,list_only
title:nyrr open run: inwood hill park new runner clinic@2026-07-25@manhattan,NYRR Open Run: Inwood Hill Park New Runner Clinic,fan_zone_major_civic,2026-07-25,08:45,10:30,Manhattan,Seaman Avenue and Isham Street Entrance in Inwood Hill Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,list_only
title:nyrr open run new runner clinic: st. marys park@2026-07-25@multi-borough,NYRR Open Run New Runner Clinic: St. Marys Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Multi-borough,St. Mary's Annual 5K Start,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: astoria park@2026-07-25@multi-borough,NYRR Open Run: Astoria Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Multi-borough,Astoria Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: baisley pond park new runner clinic@2026-07-25@multi-borough,NYRR Open Run: Baisley Pond Park New Runner Clinic,fan_zone_major_civic,2026-07-25,09:00,12:00,Multi-borough,Baisley Pond Park House (in Baisley Pond Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: canarsie park@2026-07-25@multi-borough,NYRR Open Run: Canarsie Park,fan_zone_major_civic,2026-07-25,08:45,10:00,Multi-borough,Canarsie Park House (in Canarsie Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: crocheron park@2026-07-25@multi-borough,NYRR Open Run: Crocheron Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Multi-borough,Entrance to John Golden Park (in John Golden Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: highland park@2026-07-25@multi-borough,NYRR Open Run: Highland Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Multi-borough,Elton Street and Jamaica Avenue (in Highland Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: inwood hill park new runner clinic@2026-07-25@multi-borough,NYRR Open Run: Inwood Hill Park New Runner Clinic,fan_zone_major_civic,2026-07-25,08:45,10:30,Multi-borough,Seaman Avenue and Isham Street Entrance (in Inwood Hill Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: shore road park@2026-07-25@multi-borough,NYRR Open Run: Shore Road Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Multi-borough,Lawn Near 79th Street Entrance (in Shore Park and Parkway),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: soundview park@2026-07-25@multi-borough,NYRR Open Run: Soundview Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Multi-borough,Entrance - Lafayette Avenue and Morrison Avenue (in Soundview Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25,list_only
title:nyrr open run: astoria park@2026-07-25@queens,NYRR Open Run: Astoria Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Queens,Astoria Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Queens,list_only
title:nyrr open run: baisley pond park new runner clinic@2026-07-25@queens,NYRR Open Run: Baisley Pond Park New Runner Clinic,fan_zone_major_civic,2026-07-25,09:00,12:00,Queens,Baisley Pond Park House in Baisley Pond Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Queens,list_only
title:nyrr open run: highland park@2026-07-25@queens,NYRR Open Run: Highland Park,fan_zone_major_civic,2026-07-25,08:45,11:00,Queens,Elton Street and Jamaica Avenue in Highland Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Queens,list_only
tvpp-9vvx:951758@2026-07-25,Ratha Yatra,parade_march,2026-07-25,12:00,15:00,Queens,"79-15 254 STREET, 80TH AVE between LANGDALE ST and HILLSIDE AVE, 79-15 254 STREET",normal,unchecked,permit_confirmed,0,951758,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Queens,map_ready
tvpp-9vvx:918107@2026-07-25,Unity Walk,parade_march,2026-07-25,12:00,18:00,Queens,"13008  SPRINGFIELD BOULEVARD, SPRINGFIELD BOULEVARD between FRANCIS LEWIS BOULEVARD and HOLLIS AVENUE, 13008 SPRINGFIELD BOULEVARD",normal,unchecked,permit_confirmed,0,918107,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Queens,map_ready
title:unity walk@2026-07-25@queens,Unity Walk,parade_march,2026-07-25,12:00,18:00,Queens,SPRINGFIELD BOULEVARD between FRANCIS LEWIS BOULEVARD and HOLLIS AVENUE  Queens,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Queens,list_only
tvpp-9vvx:948838@2026-07-25,St. Patrick's Cathedral Motorcycle Blessing,parade_march,2026-07-25,11:40,13:00,Staten Island,"OUTERBRIDGE CROSSING between SOUTH BRIDGE STREET and WEST SHORE EXPRESSWAY, Verrazano-Narrows Bridge : Verrazano-Narrows Bridge  , WEST SHORE EXPRESSWAY between OUTERBRIDGE CROSSING and STATEN IS EXPRESSWAY EB ET    8,  STATEN ISLAND EXPWY between WEST SHORE EXPWY and VERRAZZANO NARROWS BRIDGE,  GOWANUS EXPRESSWAY between VERRAZANO BRIDGE and BQE, Brooklyn Bridge: Brooklyn Bridge Westbound Rd 1  between Park Row (S) and BQE EB, Exit 28B,  BQE between GOWANUS EXPWY and BROOKLYN BRIDGE,  FDR between BROOKLYN BRIDGE and EAST   42 STREET,  EAST   42 STREET between 1 AVENUE and 5 AVENUE,  WEST   42 STREET between 5 AVENUE and 6 AVENUE,  6 AVENUE between WEST   42 STREET and WEST   50 STREET,  WEST   50 STREET between 6 AVENUE and 5 AVENUE,  EAST   50 STREET between 5 AVENUE and MADISON AVENUE,  EAST   50 STREET between 5 AVENUE and MADISON AVENUE,  6 AVENUE between WEST   50 STREET and WEST   45 STREET,  WEST   50 STREET between 5 AVENUE and 6 AVENUE,  MADISON AVENUE between EAST   50 STREET and EAST   51 STREET,  EAST   51 STREET between MADISON AVENUE and 5 AVENUE,  EAST   51 STREET between MADISON AVENUE and 5 AVENUE",normal,unchecked,permit_confirmed,0,948838,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Staten%20Island,map_ready
title:nyrr open run new runner clinic: marine park@2026-07-26@brooklyn,NYRR Open Run New Runner Clinic: Marine Park,fan_zone_major_civic,2026-07-26,08:45,11:00,Brooklyn,Carmine Carro Community Center in Marine Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Brooklyn,list_only
title:nyrr open run new runner clinic: conference house park@2026-07-26@multi-borough,NYRR Open Run New Runner Clinic: Conference House Park,fan_zone_major_civic,2026-07-26,08:45,11:00,Multi-borough,Conference House Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26,list_only
title:nyrr open run new runner clinic: marine park@2026-07-26@multi-borough,NYRR Open Run New Runner Clinic: Marine Park,fan_zone_major_civic,2026-07-26,08:45,11:00,Multi-borough,Carmine Carro Community Center (in Marine Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26,list_only
title:nyrr open run: cunningham park@2026-07-26@multi-borough,NYRR Open Run: Cunningham Park,fan_zone_major_civic,2026-07-26,08:45,11:00,Multi-borough,Cunningham Park Parking Lot (in Cunningham Park),normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26,list_only
title:nyrr open run: cunningham park@2026-07-26@queens,NYRR Open Run: Cunningham Park,fan_zone_major_civic,2026-07-26,08:45,11:00,Queens,Cunningham Park Parking Lot in Cunningham Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Queens,list_only
title:nyrr open run new runner clinic: conference house park@2026-07-26@staten island,NYRR Open Run New Runner Clinic: Conference House Park,fan_zone_major_civic,2026-07-26,08:45,11:00,Staten Island,Conference House Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Staten%20Island,list_only
title:nyrr open run: brooklyn bridge park@2026-07-28@brooklyn,NYRR Open Run: Brooklyn Bridge Park,fan_zone_major_civic,2026-07-28,18:45,20:00,Brooklyn,Pier 6 in Brooklyn Bridge Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Brooklyn,list_only
tvpp-9vvx:947044@2026-07-28,Cheikh Ahmadou Bamba Day,parade_march,2026-07-28,09:00,13:30,Manhattan,"A Philip Randolph Square: A Philip Randolph Square Sitting Area , ADAM CLAYTON POWELL JR BOULEVARD between WEST 116 STREET and WEST 125 STREET,  ADAM CLAYTON POWELL BOULEVARD between WEST  125 STREET and WEST  126 STREET",normal,unchecked,permit_confirmed,0,947044,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Manhattan,map_ready
title:cheikh ahmadou bamba day@2026-07-28@manhattan,Cheikh Ahmadou Bamba Day,parade_march,2026-07-28,09:00,13:30,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD between WEST 116 STREET and WEST 125 STREET  Manhattan,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Manhattan,list_only
tvpp-9vvx:892501@2026-07-29,"PPTC Al Goldstein Speed Series 5K: May 20, June 3, June 17, July 1, July 15, July 29, Aug 12, Aug 26",fan_zone_major_civic,2026-07-29,17:00,21:00,Brooklyn,"Prospect Park: CONCERT GROVE PAVILION   ,Prospect Park: Park Drive - WHOLE DRIVE   ,Prospect Park: Harry's Wall",normal,unchecked,permit_confirmed,0,892501,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-29&borough=Brooklyn,map_ready
title:nyrr open run: soundview park@2026-08-01@bronx,NYRR Open Run: Soundview Park,fan_zone_major_civic,2026-08-01,08:45,11:00,Bronx,Entrance - Lafayette Avenue and Morrison Avenue in Soundview Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Bronx,list_only
title:nyrr open run: st. marys park@2026-08-01@bronx,NYRR Open Run: St. Marys Park,fan_zone_major_civic,2026-08-01,08:45,11:00,Bronx,St. Mary's Annual 5K Start,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Bronx,list_only
title:nyrr open run: canarsie park@2026-08-01@brooklyn,NYRR Open Run: Canarsie Park,fan_zone_major_civic,2026-08-01,08:45,10:00,Brooklyn,Canarsie Park House in Canarsie Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Brooklyn,list_only
title:nyrr open run: shore road park@2026-08-01@brooklyn,NYRR Open Run: Shore Road Park,fan_zone_major_civic,2026-08-01,08:45,11:00,Brooklyn,Lawn Near 79th Street Entrance in Shore Park and Parkway,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Brooklyn,list_only
title:nyrr open run: inwood hill park@2026-08-01@manhattan,NYRR Open Run: Inwood Hill Park,fan_zone_major_civic,2026-08-01,08:45,10:30,Manhattan,Seaman Avenue and Isham Street Entrance in Inwood Hill Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Manhattan,list_only
title:nyrr open run: astoria park dog days of summer@2026-08-01@queens,NYRR Open Run: Astoria Park Dog Days of Summer,fan_zone_major_civic,2026-08-01,09:00,12:00,Queens,Astoria Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Queens,list_only
title:nyrr open run: baisley pond park@2026-08-01@queens,NYRR Open Run: Baisley Pond Park,fan_zone_major_civic,2026-08-01,08:45,11:00,Queens,Baisley Pond Park House in Baisley Pond Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Queens,list_only
title:nyrr open run: highland park@2026-08-01@queens,NYRR Open Run: Highland Park,fan_zone_major_civic,2026-08-01,08:45,11:00,Queens,Elton Street and Jamaica Avenue in Highland Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Queens,list_only
title:nyrr open run: marine park@2026-08-02@brooklyn,NYRR Open Run: Marine Park,fan_zone_major_civic,2026-08-02,08:45,11:00,Brooklyn,Carmine Carro Community Center in Marine Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-02&borough=Brooklyn,list_only
tvpp-9vvx:944169@2026-08-02,Chelum Procession,parade_march,2026-08-02,11:00,20:00,Queens,"FRANKLIN AVENUE between MAIN STREET and SAULL STREET,  MAIN STREET between FRANKLIN AVENUE and ELDER AVENUE,  ELDER AVENUE between MAIN STREET and COLDEN STREET,  COLDEN STREET between ELDER AVENUE and JUNIPER AVENUE",normal,unchecked,permit_confirmed,0,944169,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-02&borough=Queens,map_ready
title:chelum procession@2026-08-02@queens,Chelum Procession,parade_march,2026-08-02,11:00,20:00,Queens,FRANKLIN AVENUE between MAIN STREET and SAULL STREET  Queens,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-02&borough=Queens,list_only
title:nyrr open run: cunningham park@2026-08-02@queens,NYRR Open Run: Cunningham Park,fan_zone_major_civic,2026-08-02,08:45,11:00,Queens,Cunningham Park Parking Lot in Cunningham Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-02&borough=Queens,list_only
title:nyrr open run: conference house park@2026-08-02@staten island,NYRR Open Run: Conference House Park,fan_zone_major_civic,2026-08-02,08:45,11:00,Staten Island,Conference House Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-02&borough=Staten%20Island,list_only
title:nyrr open run: brooklyn bridge park@2026-08-04@brooklyn,NYRR Open Run: Brooklyn Bridge Park,fan_zone_major_civic,2026-08-04,18:45,20:00,Brooklyn,Pier 6 in Brooklyn Bridge Park,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-04&borough=Brooklyn,list_only
tvpp-9vvx:954319@2026-08-07,BLUE KNIGHTS LEMC SUICIDE RUN 2026,parade_march,2026-08-07,16:30,19:00,Bronx,"BRONX RIVER PARKWAY between YONKERS- SPRAIN BROOK PARKWAY and FORDHAM ROAD EXIT,  ARTHUR AVENUE between EAST FORDHAM ROAD and EAST  187 STREET,  E FORDHAM ROAD between BRONX RIVER PARKWAY and ARTHUR AVE,  EAST  187 STREET between HUGHES AVENUE and ARTHUR AVENUE",normal,unchecked,permit_confirmed,0,954319,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-07&borough=Bronx,map_ready
tvpp-9vvx:911960@2026-08-16,"Crown Heights 5K Run the Streets, Run the Parks Registation",fan_zone_major_civic,2026-08-16,07:00,09:00,Brooklyn,Lincoln Terrace / (Arthur S. Somers Park): Central Pedestrian Walkway,normal,unchecked,permit_confirmed,0,911960,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-16&borough=Brooklyn,map_ready
tvpp-9vvx:944098@2026-08-16,Religious Procession,religious_procession_feast,2026-08-16,14:00,17:00,Queens,Rufus King Park: Event Area,normal,unchecked,permit_confirmed,0,944098,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-16&borough=Queens,map_ready
title:religious procession@2026-08-16@queens,Religious Procession,religious_procession_feast,2026-08-16,16:00,19:00,Queens,Rufus King Park: Rufus King Park  Queens,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-16&borough=Queens,list_only
anchor:santa-rosalia-procession@2026-08-23,Santa Rosalia Religious Procession,religious_procession_feast,2026-08-23,14:00,,Brooklyn,18th Avenue,normal,unchecked,historical_pattern_only,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-23&borough=Brooklyn,list_only
title:americas 911 ride@2026-08-23@manhattan,Americas 911 Ride,parade_march,2026-08-23,08:00,12:00,Manhattan,7 AVENUE between WEST   49 STREET and WEST   53 STREET  Manhattan,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-23&borough=Manhattan,list_only
title:pakistan independence day celebration@2026-08-23@manhattan,Pakistan Independence Day Celebration,parade_march,2026-08-23,10:00,18:00,Manhattan,MADISON AVENUE between EAST   38 STREET and EAST   27 STREET  Manhattan,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-23&borough=Manhattan,list_only
title:private wedding baraat procession@2026-08-29@brooklyn,Private Wedding Baraat Procession,parade_march,2026-08-29,17:30,18:00,Brooklyn,NORMAN AVENUE between DOBBIN STREET and BANKER STREET  Brooklyn,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-29&borough=Brooklyn,list_only
tvpp-9vvx:915963@2026-09-06,Last Bash at the Beach 5K and 10K,fan_zone_major_civic,2026-09-06,09:00,11:00,Queens,Rockaway Beach and Boardwalk: Beach 73rd Street,normal,unchecked,permit_confirmed,0,915963,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-09-06&borough=Queens,map_ready
tvpp-9vvx:919008@2026-09-12,Dans 5K fun run,fan_zone_major_civic,2026-09-12,11:00,13:00,Brooklyn,"Marine Park: Lawn Area at Devon Avenue and Gerritsen Avenue   ,Marine Park: Lawn Area at Florence Avenue and Gerritsen Avenue ,Marine Park: Monument Area (Burnett St/Whitney Ave) ,Marine Park: Lawn Area (37-38 St) ,Marine Park: Dr. John Plgd (Grass/Open Area)",normal,unchecked,permit_confirmed,0,919008,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-09-12&borough=Brooklyn,map_ready
title:howard beach september 11th remembrance walk@2026-09-12@queens,Howard Beach September 11th Remembrance Walk,parade_march,2026-09-12,12:00,14:00,Queens,CROSSBAY BOULEVARD between 165 AVENUE and 157 AVENUE  Queens,normal,unchecked,provisional,0,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-09-12&borough=Queens,list_only
